"BathingwaterStationId";"Name";"Latitude";"Longitude";"Location";"Responsible";"Type";"WaterType";"WaterArea";"WaterAreaNumber";"Started";"Closed";"BlueFlag";"ProfileUrl";"Main"
"bdeb7a96-f94c-492f-8109-c7c6b3a83121";"Yderby Lyng, Hyldebo Strandvej";"55,984733990760176";"11,287813612183314";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"01.01.1994 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/sfoch5og.pdf";""
"7d274c8b-4434-43db-a583-8b14bd84646b";"Ærtebjergvej";"55,79452633839734";"11,647275857585695";"";"Odsherred kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"31.12.1999 00.00.00";"31.12.2011 00.00.00";"False";"";""
"e5ea6925-8087-4e51-b3f3-8cd683f26136";"Revlingestien";"55,957365700873574";"11,791377386252973";"";"Odsherred kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"01.01.1994 00.00.00";"04.01.2003 00.00.00";"False";"";""
"fce50777-c1e7-4ff9-80c0-8970cfb6f2ab";"Egenæsvej";"55,802597550217264";"11,648143023553539";"";"Odsherred kommune";"Badevandsstation";"Marin";"Isefjord";"DK_Coast24";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/ljryevzf.pdf";""
"d85163f5-833b-490c-8a8b-9a4202a23c4b";"Yderby Lyng, Strandvejen";"55,98467991695134";"11,319554602268957";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"01.01.1994 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/0qdixe3z.pdf";""
"f47a4a11-e96b-475b-a776-94c870e63d8e";"Topvej, Vesterlyng";"55,939425094070096";"11,647226940224824";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat<20m";"DK_Coast32";"01.01.1995 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/wkcil41q.pdf";""
"d28c0b32-db0e-4e5c-9ed1-9fd3be488afe";"Havnebyen";"55,97329413381677";"11,36362787225264";"60 meter fra Vestre Havnevej. 200 m vest for havnemolen.";"Odsherred kommune";"Kontrolstation";"Marin";"Kattegat";"Havnebyen Kontrolstation";"17.02.2021 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/on5slkjs.pdf";""
"a5118ee4-087d-4918-be89-9de2f3ea7ff1";"Stranden v. Lynghusvej";"55,94818872020224";"11,699822868753115";"Lynghusvej ved P-plads";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"01.01.1993 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/dvn1lj1t.pdf";""
"59a9a80d-a403-4573-9921-a99bb90dee3b";"Sanddobberne";"55,77845943560808";"11,376640859888433";"Ud for broen. Parkering: Kalundborgvej 26D, 4534 Hørve";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"01.01.2015 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/qkyhgrse.pdf";""
"f19b6727-4391-42be-a9ff-a41830c9f914";"Veddinge Strand";"55,84632775690247";"11,441826031387581";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/a2wpv1s1.pdf";""
"fddba180-cb4c-482b-9d58-31e74656da57";"Gudmindrup Lyng";"55,90703388900437";"11,524686691574326";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/3b0qxnxc.pdf";""
"a307cd83-8042-438b-8883-38ace0e2e081";"Knarbos Klint";"55,80872504626788";"11,377895036977844";"";"Odsherred kommune";"Badevandsstation";"Marin";"Baltic Sea";"Mangler";"31.12.1999 00.00.00";"31.12.2011 00.00.00";"False";"";""
"2fbd0287-8a7b-4000-84c6-3ed60041e222";"Høve offentlige strand";"55,85460471611311";"11,504026190949666";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/420dwp0j.pdf";""
"bab3ec7e-d9d0-4e69-9d64-28da4331e57f";"Sonnerup Skov";"55,95210916213771";"11,531305557238902";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/ppjeomxb.pdf";""
"743b5b48-82ad-4ed0-b2a2-221d0f04a717";"Klintsø Udløbet";"55,94989726237918";"11,602927157549644";"";"Odsherred kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"31.12.1999 00.00.00";"";"False";"";""
"b2a01855-9450-40d9-92d1-2cdb1f6fa437";"Østervang Sj. Odde";"55,95194876339613";"11,404740324204774";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/40mcklll.pdf";""
"57874650-e9f5-4ea8-b204-14f06b8aa979";"Skærbyvej";"55,94645470565403";"11,683747843487119";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/vmbs3ar0.pdf";""
"a258c795-c4b5-4d6d-858e-080faaa356ac";"Sanddobberne";"55,77694138914876";"11,37752120944821";"";"Odsherred kommune";"Badevandsstation";"Marin";"Mangler";"Mangler";"31.12.1999 00.00.00";"31.12.2014 00.00.00";"False";"";""
"b212fc22-de97-4858-a05a-035edd53bce4";"Vraget";"55,78671505901689";"11,381976925669392";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/q13tygdy.pdf";""
"04083c98-4dd2-42d2-8ae0-55b7b09fce7c";"Vig Lyng, Mogens Heeringsvej";"55,86212920149256";"11,51410011435908";"";"Odsherred kommune";"Badevandsstation";"Marin";"Baltic Sea";"Mangler";"01.01.1994 00.00.00";"31.12.2011 00.00.00";"False";"";""
"3176f19b-524b-4338-b6be-5b3b23a769e5";"Nakkehage";"55,90296012307002";"11,748424046985344";"";"Odsherred kommune";"Badevandsstation";"Marin";"Isefjord ydre";"DK_Coast24";"01.05.2012 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/hcyqo3mn.pdf";""
"39ab8600-3828-4ca4-a7d6-57fb567025ba";"Plejerup Huse";"55,78507945369278";"11,61409333283732";"";"Odsherred kommune";"Badevandsstation";"Marin";"Isefjord";"DK_Coast24";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/k0ymjzqu.pdf";""
"1cc70760-8094-4f17-92f4-58868ef9150c";"Restaurant Kattegat";"55,96128043789131";"11,451145771790163";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/lckbaoj2.pdf";""
"13b9eb9e-1197-4501-a426-5e9c35fe4197";"Burvænget";"55,93784218569652";"11,499307442500534";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/5vuqbcpj.pdf";""
"2f57d71f-3dac-4981-ae24-4b5e19cabc13";"Klintebakken";"55,848068818106476";"11,47612548649935";"";"Odsherred kommune";"Badevandsstation";"Marin";"Baltic Sea";"Mangler";"31.12.1999 00.00.00";"31.12.2011 00.00.00";"False";"";""
"16299ae8-a6b3-4197-adae-4517da67d76f";"Klintsø Stranden";"55,94889645392884";"11,605198743023463";"Rosenvangen Nord 10-20";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/vrcrcvpr.pdf";""
"d3bf2c66-eb1f-422f-a370-464de494103e";"Syd for Brokkenhøj";"55,83659463961603";"11,37103559465853";"Sandvej 5, 4540 Fårevejle ";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/42qall1j.pdf";""
"b4c3f4fe-7e01-49e5-915b-78c66dad8766";"Vikingestien";"55,94716282665351";"11,769497620446606";"";"Odsherred kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"31.12.1999 00.00.00";"01.04.2003 00.00.00";"False";"";""
"2f2f26eb-0967-4623-8ca8-799bcfd2b1eb";"Nekseløvej";"55,75938173459008";"11,353084144982535";"Nekseløvej 23, 4534 Hørve";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"01.01.1995 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/rq3fwqra.pdf";""
"54e13ec6-4fd2-490d-bad9-6c08e64526e3";"Telegrafvejen";"55,95320967172628";"11,715937426124457";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/0p1h5t1u.pdf";""
"660901f6-fbe6-4e43-b670-731c33dfa29b";"Hønsinge Lyng";"55,86896208850301";"11,517531068861482";"Korevlevej 47, 4560 Vig";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/aldwdrdn.pdf";""
"e7eb145a-57af-460d-97a6-75347246904b";"Nordstrandsvej     v/p-pladsen";"55,941821265304256";"11,661164478352006";"";"Odsherred kommune";"Badevandsstation";"Marin";"Kattegat < 20m";"DK_Coast32";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/ybk4fnhq.pdf";""
"3b0c2581-e1a8-4815-8094-76307de88ca9";"Ordrup Strand";"55,831069250540374";"11,395036685610345";"";"Odsherred kommune";"Badevandsstation";"Marin";"Sejerøbugt";"DK_Coast28";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/h0fibzh1.pdf";""
"5165e0b9-3df1-461a-84b1-74f2a0cbd38e";"Klintevej";"-0,0008929171125464152";"4,510369174621149";"";"Faxe kommune";"Badevandsstation";"Marin";"Mangler";"Mangler";"01.01.1987 00.00.00";"31.12.1986 00.00.00";"False";"";""
"baed7c74-f187-40b7-8451-47c53cd73b28";"Ved Flagstangen";"55,22020209694899";"12,179652105380661";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1987 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/srhzboyq.pdf";""
"ffec5f7a-36a5-4666-a54c-4b4468f5951e";"Delhovedvej";"55,1952034473369";"12,141319839937884";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1988 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/zo40oztq.pdf";""
"8f565fd3-de52-483e-a5af-637aa4e81547";"Faxehus";"55,2043729529404";"12,147984898614768";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1988 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/0ytb20va.pdf";""
"759f3147-3292-43c3-840e-5b78ac4e7e3c";"Feddet";"55,17512115582339";"12,108241729394386";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1983 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/hnrejfrr.pdf";""
"8548a773-ce07-4cdc-b60d-041880515f7d";"Vemmetofte III";"-0,0008952305537413441";"10,81722694090671";"";"Faxe kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"01.01.1987 00.00.00";"03.11.2020 00.00.00";"False";"";""
"99feff06-6515-4d2a-be72-2ff9be796c6e";"Cafe Hjortholm";"55,20936845898023";"12,152986277343611";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1983 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/oxlb4udc.pdf";""
"e3af4cc9-f480-40d2-97d1-22aa4b5efce3";"Faxe Ladeplads";"55,21267326114351";"12,157996476492183";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1987 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/zoygu3ok.pdf";""
"755451c8-2139-4151-a1d0-9100175f1066";"Vemmetofte III";"55,22020209694899";"12,179652105380661";"";"Faxe kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"01.01.1987 00.00.00";"03.11.2020 00.00.00";"False";"";""
"8469c7f4-e838-4a98-821f-918b3a7a0fee";"Vemmetofte III";"-0,0008952305537413441";"10,81722694090671";"";"Faxe kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"01.01.1987 00.00.00";"03.11.2020 00.00.00";"False";"";""
"dae3195e-2b0d-4b47-9db5-b8e2676375bd";"Gl. Strandskov";"55,22403318203588";"12,191314181290565";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1987 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/3mb4bj11.pdf";""
"fb476266-b35d-4b76-9531-fa163dee928e";"Strandholm";"55,17175192533675";"12,049091154389552";"";"Faxe kommune";"Badevandsstation";"Marin";"Præstø Fjord";"DK_Coast47";"01.01.1987 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/hapdeta2.pdf";""
"eab670a7-ff9a-4539-b014-cf520584732c";"Vemmetofte Strand";"55,23570458959481";"12,237987405661663";"";"Faxe kommune";"Badevandsstation";"Marin";"Fakse Bugt";"DK_Coast46";"01.01.1987 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/akhvrvce.pdf";""
"cf1a5741-fb6a-402a-b457-dbeb9553f1a6";"Strandvejen Strand";"55,33675";"11,127494";"Strandvejen 64, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/qwshbn32.pdf";""
"82be9530-20b2-4613-95d1-e28f82e38d60";"Bildsø Strand";"55,45576";"11,199028";"Drøsselbjergvej 40, 4200 Slagelse";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/q3jnlbrz.pdf";""
"bd69dbaf-49df-4690-bac6-b34c4f08b6e3";"Kongsmark Strand";"55,43235";"11,20084";"Tæt ved Kongsmarkvej 94, 4200 Slagelse";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/0pguyhye.pdf";""
"db577b57-9697-41df-8460-b1e474b61d88";"Quistgaardsvej Str.";"55,32394";"11,138079";"Tæt ved Quistgårdsvej 23, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"01.01.1990 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/vaxelroy.pdf";""
"41c4da4f-54d3-49a9-acd6-b26b6d7f1c41";"Granskoven";"55,34281";"11,11437";"Granskoven1, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/1kviz5p5.pdf";""
"52727018-9d3b-4674-903e-c93bad493851";"Skovstranden";"55,30526442519291";"11,178646064999969";"Parker midt i Korsør Lystskov, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"29.04.2010 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/grvqzizc.pdf";""
"8eee74f1-0926-415d-9af4-c9bd0a6e84c0";"Glænø Strand";"55,18638303838406";"11,450926135181358";"Tæt ved Glænøvej 366, 4230 Skælskør";"Slagelse kommune";"Badevandsstation";"Marin";"Smålandsfarvandet Åben del";"DK_Coast33";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/mxp4joow.pdf";""
"877ec114-3cfe-4019-acdf-ccf7a7a202c3";"Klarskovgård Badebro";"55,30407";"11,185019";"Tæt ved Korsør Lystskov 30, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/nzbtdxhn.pdf";""
"0539c2cf-6115-45b6-b18d-bf847c7bdfbc";"Kobæk Strand";"55,259433";"11,243634";"Kobækvej 97, 4230 Skælskør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/si0xn0cc.pdf";""
"f06b98b6-18cc-49b0-99d0-96974d09dc17";"Bisserup Strand";"55,19874454722238";"11,49691498963503";"Tæt ved Voldstien 10, 4243 Rude";"Slagelse kommune";"Badevandsstation";"Marin";"Smålandsfarvandet Åben del";"DK_Coast33";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/jgogzafv.pdf";""
"01d90a6f-c802-429b-9958-96c353cc93d7";"Skolens Badehus";"55,249998024113445";"11,280808127370747";"";"Slagelse kommune";"Badevandsstation";"Marin";"Mangler";"Mangler";"31.12.1999 00.00.00";"31.12.1992 00.00.00";"False";"";""
"70611c20-1951-4d37-92d3-a4b5d6393a74";"Alhøjvænge";"55,315245598333355";"11,159177765506936";"Tæt ved Alhøjvænget 49, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"29.04.2010 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/nc5uy2oz.pdf";""
"4418ce8b-e5b0-4617-9ff9-24e7474e7670";"Svenstrup Strand";"55,372383";"11,163158";"Strandvej Strandvej 101, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/ez51bsej.pdf";""
"5d106d8f-8a0e-421e-af8a-3ed67c013455";"Kelstrup Strand";"55,413228";"11,201607";"Tæt på Kongsmarkvej 259, 4200 Slagelse";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt";"dk_coast26";"22.05.2021 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/bkunntvv.pdf";""
"bdbfefde-dbbd-4e07-9973-33f2003f6fa2";"Musholm Strand";"55,365657";"11,131005";"Musholmvej 100, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"01.01.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/umzhdw1w.pdf";""
"00e84e2b-5cd5-416b-843b-06498ea77037";"Omø";"55,17029";"11,163052";"Tæt ved Omø Havn";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"30.05.2008 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/mgj5xqzk.pdf";""
"b239e3aa-36d2-4ffa-8625-09aec8d8dbbf";"Agersø";"55,21301597599417";"11,197261129243902";"Tæt ved Agersø Havn";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Syd";"DK_Coast22";"30.05.2008 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/4secp2pg.pdf";""
"4daa4eea-9f88-4278-85da-0f92785453e5";"Ceresengen Strand";"55,320019";"11,151582";"Grønningen 16, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/i2okxwt1.pdf";""
"fc548114-cffc-4e16-8565-1c80f26d6eba";"Næsby Strand";"55,39807";"11,214828";"Bildsøvej 134, 4200";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/g5bjpde2.pdf";""
"bc14dca7-8a6c-42d1-a138-1b1990a35609";"Stibjerg Huse Str.";"55,36702";"11,146663";"Tæt ved Tværager 8, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/z0iubir3.pdf";""
"87db5d57-a480-4d75-b702-6149a48b1f89";"Færgehavnen";"55,34666";"11,1108";"Halsskov Havn 10, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"01.12.2014 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/s3iqqi2r.pdf";""
"36ac5790-2b38-47e8-9d99-4c33d5d54d40";"Søskær";"55,30848";"11,169705";"Tæt ved Skovåsen 228, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"29.04.2010 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/jcxbsvu3.pdf";""
"7f3b74eb-db7e-43f3-9cb1-4f7a46a33c18";"Stillinge Strand";"55,442247";"11,204133";"Stillinge Strandvej 25, 4200 Slagelse";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/rsk5vvhz.pdf";""
"430ec110-c394-4637-908c-50ad6b408ffc";"Egerup Strand";"55,278135474480735";"11,236915347249067";"Tæt ved Egerupvej 100, 4230 Skølskør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/pdizft01.pdf";""
"2edd8551-c75e-4142-a275-7335bd5c259d";"Værftet";"55,33773";"11,123063";"Tæt ved Værftet 20, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"29.04.2010 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/wjhormvk.pdf";""
"0aac75ad-1c31-41ad-a63b-6d3316b93c5c";"Frølunde Fed Str.";"55,382653";"11,20189";"Tæt ved Broholmvej 11, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/4vt5ldkm.pdf";""
"dd1dbd1f-121b-425d-8ce5-654d78234999";"Kelstrup Strand";"55,413233";"11,201598";"Tæt ved Kongsmarkvej 259, 4200 Slagelse";"Slagelse kommune";"Badevandsstation";"Marin";"Musholm Bugt, indre del";"DK_Coast26";"31.12.1999 00.00.00";"22.05.2021 00.00.00";"False";"https://b0301proddatasto.blob.core.windows.net/files/be43aesu.pdf";""
"8943215c-fbbc-40f2-9c6b-7b9950bfab1d";"Revkrogen Halskov Rev";"55,347947";"11,101341";"Storebæltsvej 122, 4220 Korsør";"Slagelse kommune";"Badevandsstation";"Marin";"Agersø Sund Nord";"DK_Coast19";"31.12.1999 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/wqnid2rj.pdf";""
"aecdd184-1d93-4de5-a217-802784a4e2eb";"100 m syd for udløb fra Lyndby Ra.";"55,67482513965319";"11,941902052992463";"";"Lejre kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"06.01.1993 00.00.00";"";"False";"";""
"b3cc097c-fcc1-402c-b1d7-7e2970c53c52";"Kyndeløse Nordmark, Smedegårdsvej";"55,724114374662584";"11,853226450142191";"";"Lejre kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"31.12.2010 00.00.00";"False";"";""
"ddc3c995-82c0-423b-905c-74c8eedf33d7";"100 m nord for udløb fra Lyndby Ra.";"55,67654154344494";"11,941553699967486";"";"Lejre kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"06.01.1993 00.00.00";"";"False";"";""
"f1fc6f13-99fd-4c3c-a306-4c76c99d8ae1";"Naturistlejr, ved badebro";"55,710361632734134";"11,841555400389037";"";"Lejre kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"31.12.2010 00.00.00";"False";"";""
"c3ce1ac0-ce49-46e9-9c27-4b88ffaeee97";"Munkholmbroen";"55,67326201934817";"11,813094353399064";"";"Lejre kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"31.12.2010 00.00.00";"False";"";""
"03303c22-9647-435a-b3d2-471a9fb387d1";"Borrevejle Lejrskole";"55,653891593185186";"11,937627924022673";"";"Lejre kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"31.12.2010 00.00.00";"False";"";""
"bb100b29-1653-48e9-96d7-5f8fb8543c34";"Herslev Strand";"55,67832318205557";"11,986871442603071";"";"Lejre kommune";"Badevandsstation";"Marin";"Sydlige Roskilde Fjord";"DK_Coast2";"06.01.1993 00.00.00";"";"True";"https://b0301proddatasto.blob.core.windows.net/files/fkac54rd.pdf";""
"7bdf0487-f4cf-4481-ba90-1fa3b5a9c402";"Borrevejle Vig";"55,653891593185186";"11,937627924022673";"";"Lejre kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"01.03.2012 00.00.00";"";"False";"";""
"9af20c7c-4c8e-4c0f-9af3-0edb92011971";"Avnsø";"55,564867123479644";"11,889571470207008";"";"Lejre kommune";"Badevandsstation";"Ferskvand";"North-east Atlantic Ocean";"Mangler";"06.01.1992 00.00.00";"";"False";"https://b0301proddatasto.blob.core.windows.net/files/bgjq1dd0.pdf";""
"cac16393-3570-44d3-945c-02044112bb44";"Strandlundgård, ved Fuglehavevej";"55,698315517112924";"11,966907763072546";"";"Lejre kommune";"Badevandsstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"31.12.2010 00.00.00";"False";"";""
"cf3bb8a3-8871-469b-9239-9ed1488990de";"Lyndby Havn nordmole";"55,66887738535862";"11,939133176051698";"";"Lejre kommune";"Kontrolstation";"Marin";"";"";"01.01.1900 00.00.00";"";"False";"";""
"0a955b69-9053-4401-90d2-93b4bbe06574";"Lyndby, ved gult badehus";"55,68005094428584";"11,945158477168627";"";"Lejre kommune";"Kontrolstation";"Marin";"North-east Atlantic Ocean";"Mangler";"01.01.2011 00.00.00";"";"False";"";""
"059bcb9a-af7d-4058-abd2-c6eeea7aba5f";"Gershøj Havn";"55,71606682874543";"11,980038948919871";"";"Lejre kommune";"Kontrolstation";"Marin";"North-east Atlantic Ocean";"Mangler";"06.01.1993 00.00.00";"";"False";"";""
"c08db6b9-071d-4a15-b6ac-cb88f30bb56a";"100 m syd for udløb fra Sæby Ra.";"55,70172922566714";"11,96700739399879";"";"Lejre kommune";"Kontrolstation";"Marin";"Mangler";"Mangler";"06.01.1993 00.00.00";"";"False";"";""
